 

stn;time;gre000d0;p06stads;tre200d0;rre150d0;ure200d0;sre000d0;fkl010d0
SAM;20161127;76;825.4;0.7;0.0;80.8;258;1.5
SAM;20161128;87;823.8;-4.7;0.0;77.0;399;2.8
SAM;20161129;87;831.5;-8.6;0.0;75.7;398;0.8
SAM;20161130;85;838.2;-6.8;0.0;69.4;397;0.9
SAM;20161201;49;835.2;-3.6;0.0;65.5;158;1.4
SAM;20161202;84;828.2;-3.5;0.0;63.8;396;1.3
SAM;20161203;72;826.9;-7.4;0.0;77.1;390;1.7
SAM;20161204;82;832.1;-6.9;0.0;77.4;394;1.0
SAM;20161205;82;834.4;-9.2;0.0;75.9;394;0.9
SAM;20161206;82;836.1;-9.2;0.0;69.2;393;0.9
SAM;20161207;80;840.4;-7.6;0.0;66.0;388;0.8
SAM;20161208;77;843.2;-4.7;0.0;63.1;392;1.0
SAM;20161209;75;841.1;-4.2;0.0;65.3;309;0.8
SAM;20161210;77;837.6;-3.3;0.0;69.5;390;0.8
SAM;20161211;65;831.2;-3.5;0.0;64.5;249;1.8
SAM;20161212;77;829.4;-3.0;0.0;58.8;359;1.7
SAM;20161213;74;834.3;-7.0;0.0;67.2;379;0.9
SAM;20161214;75;832.6;-4.9;0.0;71.5;388;0.8
SAM;20161215;77;833.8;-7.3;0.0;72.9;388;0.9
SAM;20161216;77;834.5;-8.6;0.0;70.3;387;1.0
SAM;20161217;77;841.8;-8.9;0.0;63.4;386;0.8
SAM;20161218;74;840.4;-7.1;0.1;63.4;326;0.9
SAM;20161219;48;831.7;-6.0;0.1;80.1;148;1.6
SAM;20161220;45;833.0;-4.7;0.0;83.9;29;0.9
SAM;20161221;73;835.7;-2.9;0.0;85.4;387;0.8
SAM;20161222;75;839.2;-5.9;0.0;78.6;387;0.8
SAM;20161223;74;841.1;-6.3;0.0;76.7;387;0.9
SAM;20161224;57;838.1;-3.4;0.0;67.0;154;2.3
SAM;20161225;26;836.0;2.9;0.0;71.1;0;3.9
SAM;20161226;67;839.4;2.3;0.0;74.0;361;2.3
SAM;20161227;76;841.1;-3.9;0.0;53.0;388;1.7
SAM;20161228;78;844.0;-6.2;0.0;54.9;388;2.1
SAM;20161229;77;841.4;-8.6;0.0;64.7;388;1.0
SAM;20161230;78;841.5;-8.3;0.0;68.6;389;0.8
SAM;20161231;79;840.2;-8.2;0.0;64.7;390;0.9
SAM;20170101;80;832.6;-8.3;0.0;64.0;391;1.1
SAM;20170102;66;827.9;-7.3;0.0;60.7;250;1.7
SAM;20170103;81;827.8;-8.3;0.0;55.0;392;2.3
SAM;20170104;62;824.5;-4.6;3.0;63.3;135;4.2
SAM;20170105;26;821.0;-10.2;1.6;67.2;0;5.9
SAM;20170106;85;831.7;-17.7;0.0;66.9;394;2.7
SAM;20170107;57;833.2;-13.9;0.2;72.3;105;1.4
SAM;20170108;54;828.7;-6.9;0.0;74.3;99;1.9
SAM;20170109;88;831.0;-16.5;0.0;79.5;395;0.7
SAM;20170110;57;819.3;-13.5;0.0;77.8;85;1.6
SAM;20170111;78;820.8;-6.3;0.0;68.8;270;2.0
SAM;20170112;74;823.5;0.1;0.8;57.6;243;5.5
SAM;20170113;30;808.5;-6.5;2.2;74.1;0;3.7
SAM;20170114;52;814.9;-9.3;0.0;79.2;6;1.7
SAM;20170115;73;822.3;-14.9;0.0;73.4;185;1.1
SAM;20170116;90;822.0;-16.3;0.0;68.5;317;2.2
SAM;20170117;97;824.2;-16.2;0.0;71.2;381;3.6
SAM;20170118;95;829.8;-18.5;0.0;77.5;403;1.0
SAM;20170119;97;832.8;-16.3;0.0;77.0;404;0.7
SAM;20170120;98;835.0;-14.9;0.0;75.5;406;0.7
SAM;20170121;100;834.9;-14.4;0.0;75.7;408;0.8
SAM;20170122;102;833.3;-14.6;0.0;72.0;409;0.9
SAM;20170123;103;830.2;-14.8;0.0;69.0;410;0.8
SAM;20170124;106;826.3;-15.5;0.0;67.4;412;0.8
SAM;20170125;99;828.6;-13.8;0.0;69.7;390;1.0
SAM;20170126;106;830.5;-11.0;0.0;68.1;415;1.8
SAM;20170127;104;832.8;-9.6;0.0;76.3;415;1.8
SAM;20170128;83;829.9;-7.0;0.0;75.6;264;1.2
SAM;20170129;109;831.0;-9.0;0.0;77.7;419;0.9
SAM;20170130;59;829.6;-6.4;0.1;82.4;26;2.1
SAM;20170131;39;826.3;-0.9;3.1;86.5;0;3.6
SAM;20170201;71;826.1;0.9;0.8;87.6;97;2.7
SAM;20170202;54;827.8;0.5;1.9;85.1;13;2.6
SAM;20170203;60;821.4;-0.1;5.0;89.5;81;2.1
SAM;20170204;62;818.3;-4.3;0.4;86.4;35;1.6
SAM;20170205;45;818.4;-8.1;4.9;87.9;0;1.6
SAM;20170206;68;815.9;-4.6;0.1;79.1;33;2.1
SAM;20170207;96;824.2;-9.5;0.0;78.2;120;0.6
SAM;20170208;89;823.2;-3.1;0.0;82.3;45;2.6
SAM;20170209;98;826.3;-3.9;0.0;79.2;260;2.5
SAM;20170210;61;825.7;-5.9;0.6;84.5;10;2.1
SAM;20170211;145;827.7;-5.4;0.0;82.2;373;2.0
SAM;20170212;118;832.0;-5.6;0.0;77.0;331;1.8
SAM;20170213;141;834.4;-4.8;0.0;77.3;446;2.4
SAM;20170214;141;837.1;-5.7;0.0;76.7;448;1.2
SAM;20170215;145;842.5;-7.0;0.0;70.5;449;0.8
SAM;20170216;146;840.7;-6.8;0.0;70.8;448;0.9
SAM;20170217;80;833.8;-4.5;0.1;77.1;91;1.9
SAM;20170218;154;832.0;-8.2;0.0;73.0;459;0.8
SAM;20170219;160;832.0;-8.8;0.0;57.3;463;1.6
SAM;20170220;161;830.2;-4.4;0.0;61.0;463;1.3
SAM;20170221;68;828.8;0.6;0.0;71.5;27;2.2
SAM;20170222;151;827.6;1.3;0.0;66.1;390;2.1
SAM;20170223;131;825.4;-0.5;0.0;68.2;271;5.3
SAM;20170224;88;816.9;-1.2;0.0;64.8;60;6.0
SAM;20170225;170;827.5;-7.3;0.0;61.5;474;0.9
SAM;20170226;114;828.3;-2.7;0.0;64.3;107;0.9
SAM;20170227;159;824.3;-0.4;0.0;64.6;477;4.6
SAM;20170228;37;813.4;-0.1;6.2;85.0;0;3.7
SAM;20170301;174;815.8;-1.8;0.0;51.3;289;3.4
SAM;20170302;132;822.8;-0.8;0.0;66.0;102;2.6
SAM;20170303;124;827.5;-3.0;0.0;71.3;161;2.7
SAM;20170304;67;817.7;0.7;2.5;78.9;48;4.4
SAM;20170305;132;816.1;-1.4;3.0;79.3;153;2.9
SAM;20170306;124;817.2;-2.6;0.9;79.3;6;2.4
SAM;20170307;139;818.0;-3.5;0.0;68.8;5;2.6
SAM;20170308;165;829.8;-4.0;5.9;71.5;208;1.2
SAM;20170309;71;830.6;1.5;7.1;93.4;0;0.9
SAM;20170310;206;831.0;0.0;0.0;55.6;500;3.8
SAM;20170311;200;832.0;-3.3;0.0;55.3;470;1.2
SAM;20170312;203;825.4;-0.9;0.0;59.1;516;1.1
SAM;20170313;211;827.9;-2.3;0.0;58.0;508;1.4
SAM;20170314;212;837.6;-1.7;0.0;57.7;521;1.6
SAM;20170315;192;838.9;-0.6;0.0;60.5;499;1.5
SAM;20170316;219;835.8;0.2;0.0;65.1;524;1.0
SAM;20170317;218;831.3;1.1;0.0;63.7;525;1.1
SAM;20170318;141;824.5;3.7;0.0;61.7;47;5.7
SAM;20170319;116;824.8;5.4;0.0;65.3;19;3.0
SAM;20170320;223;825.7;3.1;0.0;71.1;531;2.2
SAM;20170321;141;823.6;3.7;2.2;81.1;215;3.6
SAM;20170322;115;820.5;3.7;0.1;82.2;85;2.8
SAM;20170323;119;823.9;3.4;0.3;76.8;89;2.9
SAM;20170324;155;832.5;2.4;0.0;80.2;101;2.1
SAM;20170325;237;834.2;3.2;0.0;69.8;544;2.1
SAM;20170326;204;827.2;1.9;0.0;72.8;442;2.2
SAM;20170327;243;832.4;1.2;0.0;73.8;547;2.1
SAM;20170328;245;833.8;2.4;0.0;63.8;549;1.8
SAM;20170329;245;836.9;3.0;0.0;62.6;551;1.7
SAM;20170330;238;837.8;3.8;0.0;59.1;553;2.5
SAM;20170331;243;835.8;4.1;0.0;64.5;546;2.9
SAM;20170401;190;827.1;3.4;0.0;70.3;261;3.5
SAM;20170402;214;826.6;3.6;0.0;65.1;389;2.0
SAM;20170403;229;832.5;4.0;0.1;62.6;473;2.1
SAM;20170404;111;830.1;2.8;0.0;70.0;53;2.3
SAM;20170405;183;828.9;1.7;0.2;63.1;272;2.5
SAM;20170406;251;827.9;2.6;0.0;57.0;461;2.4
SAM;20170407;220;831.3;2.4;0.0;56.9;405;2.3
SAM;20170408;250;833.7;5.0;0.0;58.4;496;1.7
SAM;20170409;249;835.8;5.4;0.0;59.0;486;1.6
SAM;20170410;256;834.8;6.0;0.1;59.2;456;2.1
SAM;20170411;209;830.1;4.4;0.0;62.1;330;3.1
SAM;20170412;274;832.0;4.2;0.0;54.8;576;2.0
SAM;20170413;263;826.1;3.8;0.0;55.2;534;3.0
SAM;20170414;277;826.5;4.4;0.0;56.8;545;2.3
SAM;20170415;234;826.8;4.3;0.0;63.9;370;3.5
SAM;20170416;129;826.8;2.1;0.1;73.7;91;3.2
SAM;20170417;192;826.5;0.2;0.1;67.3;233;2.3
SAM;20170418;180;822.7;-3.1;0.0;56.1;148;4.2
SAM;20170419;183;826.9;-4.8;0.0;56.3;245;3.5
SAM;20170420;304;832.7;-4.9;0.0;49.3;593;4.2
SAM;20170421;300;835.5;-2.1;0.0;48.2;592;2.4
SAM;20170422;302;833.2;3.6;0.0;50.6;592;3.9
SAM;20170423;304;827.8;4.1;0.0;43.5;593;4.3
SAM;20170424;310;828.8;3.4;0.1;68.5;592;5.3
SAM;20170425;116;823.1;4.5;6.3;80.0;23;4.9
SAM;20170426;95;817.7;2.0;17.1;91.5;4;2.0
SAM;20170427;85;818.7;0.1;17.6;90.7;0;2.8
SAM;20170428;184;815.4;-2.8;0.4;77.0;0;3.4
SAM;20170429;333;826.7;-3.6;0.0;70.2;611;1.1
SAM;20170430;327;826.4;0.0;0.0;70.4;612;3.6
SAM;20170501;66;821.3;0.2;7.6;86.9;0;1.8
SAM;20170502;293;826.1;0.3;8.0;74.8;387;2.0
SAM;20170503;206;826.5;1.9;0.6;82.4;68;1.8
SAM;20170504;193;824.9;1.9;0.1;84.4;119;2.3
SAM;20170505;334;827.2;4.2;0.0;63.5;566;1.9
SAM;20170506;91;827.7;2.7;6.2;83.1;3;1.7
SAM;20170507;154;824.9;4.9;0.0;76.1;7;1.9
SAM;20170508;187;825.5;5.2;0.1;68.6;58;3.0
SAM;20170509;336;824.2;4.0;0.0;56.4;588;3.5
SAM;20170510;340;822.7;4.4;0.0;66.1;627;4.6
SAM;20170511;99;821.3;6.1;2.2;72.1;4;3.4
SAM;20170512;253;819.8;6.7;2.4;78.1;313;3.4
SAM;20170513;263;825.5;8.2;2.6;71.7;319;2.2
SAM;20170514;230;832.9;7.7;2.6;78.4;296;2.0
SAM;20170515;329;838.6;7.6;0.0;66.6;491;2.3
SAM;20170516;344;840.5;7.9;0.0;54.4;646;1.6
SAM;20170517;339;838.0;10.2;0.0;61.9;648;3.5
SAM;20170518;182;831.7;11.5;0.0;71.5;136;4.0
SAM;20170519;105;825.4;7.2;9.6;82.5;50;3.0
SAM;20170520;202;829.0;5.0;0.0;70.0;107;3.6
SAM;20170521;351;833.9;8.8;0.0;59.2;594;3.3
SAM;20170522;341;832.9;8.7;0.0;62.8;604;2.4
SAM;20170523;301;832.8;10.5;0.1;55.1;445;2.6
SAM;20170524;192;834.4;11.5;0.0;59.9;222;2.9
SAM;20170525;353;832.0;10.4;0.0;57.6;640;2.6
SAM;20170526;354;832.6;10.6;0.0;62.7;666;2.4
SAM;20170527;355;834.8;11.8;0.0;65.6;668;2.4
SAM;20170528;354;836.7;12.9;0.0;69.0;644;3.0
SAM;20170529;347;834.5;13.8;7.9;71.1;584;2.8
SAM;20170530;349;832.1;13.6;0.0;69.6;665;2.9
SAM;20170531;354;835.0;13.3;0.0;66.9;649;3.4
SAM;20170601;273;834.7;13.5;0.5;67.8;393;3.4
SAM;20170602;253;834.1;11.3;2.7;77.1;324;2.4
SAM;20170603;348;831.7;13.4;0.6;70.7;589;3.4
SAM;20170604;215;827.7;11.1;28.0;73.7;239;2.6
SAM;20170605;154;829.5;8.3;27.4;85.6;147;2.0
SAM;20170606;94;823.1;7.2;7.3;87.7;22;2.7
SAM;20170607;357;828.2;5.6;0.0;63.6;650;2.5
SAM;20170608;338;834.0;7.7;0.0;64.1;696;3.1
SAM;20170609;290;831.8;10.7;0.0;69.5;510;3.2
SAM;20170610;337;833.3;12.1;0.0;61.6;583;2.3
SAM;20170611;359;835.9;14.0;0.0;69.6;700;3.2
SAM;20170612;285;833.6;16.0;0.0;67.1;453;2.6
SAM;20170613;345;833.0;15.3;0.0;62.8;679;1.5
SAM;20170614;161;832.7;13.1;0.1;78.6;113;2.7
SAM;20170615;254;832.8;13.5;9.6;79.2;424;1.9
SAM;20170616;216;834.5;13.5;0.0;68.3;205;3.0
SAM;20170617;361;835.7;11.0;0.0;61.1;617;2.5
SAM;20170618;368;835.6;12.4;0.0;66.6;703;3.6
SAM;20170619;350;837.5;15.0;0.0;73.7;657;3.5
SAM;20170620;327;836.2;15.7;0.0;72.9;573;2.7
SAM;20170621;321;834.5;15.8;0.0;61.9;520;1.7
SAM;20170622;303;835.4;15.9;0.8;67.8;564;3.0
SAM;20170623;237;835.3;15.4;0.0;65.8;371;2.8
SAM;20170624;323;835.3;16.5;14.3;61.5;602;3.5
SAM;20170625;194;830.9;12.4;7.1;78.2;242;3.2
SAM;20170626;354;832.1;13.1;14.2;71.6;648;3.4
SAM;20170627;208;827.8;13.3;8.2;81.9;191;2.5
SAM;20170628;88;822.5;9.5;26.8;89.6;60;1.4
SAM;20170629;237;816.6;8.8;23.5;83.3;273;2.3
SAM;20170630;232;823.8;6.2;1.8;82.2;318;2.3
SAM;20170701;295;826.4;8.1;0.1;78.4;442;2.3
SAM;20170702;182;830.6;10.1;0.2;73.5;94;2.3
SAM;20170703;353;835.2;12.3;0.0;61.8;641;3.2
SAM;20170704;301;835.8;12.4;0.0;72.4;518;3.7
SAM;20170705;303;836.0;14.8;0.6;68.7;481;3.1
SAM;20170706;305;837.1;14.7;0.0;65.6;501;2.6
SAM;20170707;288;836.6;16.9;0.0;59.6;466;2.5
SAM;20170708;317;835.7;16.3;4.8;64.7;522;3.2
SAM;20170709;200;833.7;13.9;6.1;82.4;226;1.8
SAM;20170710;175;828.4;13.4;10.9;83.8;168;2.7
SAM;20170711;222;830.4;13.0;0.0;73.8;292;3.0
SAM;20170712;276;831.1;13.9;0.0;70.6;427;3.8
SAM;20170713;332;833.1;15.0;0.2;61.6;554;2.7
SAM;20170714;181;830.0;12.4;0.1;68.3;175;4.3
SAM;20170715;251;832.1;10.0;0.0;60.2;328;2.6
SAM;20170716;344;836.3;9.8;0.0;61.7;665;2.5
SAM;20170717;331;837.0;12.6;0.0;72.9;640;3.0
SAM;20170718;337;836.0;14.7;0.1;69.9;605;4.5
SAM;20170719;259;834.7;14.2;0.0;73.4;432;3.2
SAM;20170720;199;831.2;13.8;0.2;75.8;230;3.6
SAM;20170721;229;831.5;13.1;13.0;80.5;348;2.6
SAM;20170722;320;831.0;14.6;1.9;74.7;528;3.3
SAM;20170723;264;832.4;14.9;7.8;72.6;417;3.4
SAM;20170724;133;825.2;9.5;7.6;84.4;89;3.1
SAM;20170725;201;824.0;7.9;0.2;70.4;208;4.4
SAM;20170726;120;823.1;7.5;0.0;78.0;23;2.6
SAM;20170727;205;828.6;9.9;0.0;70.5;103;1.6
SAM;20170728;260;828.6;13.3;0.0;71.6;331;2.4
SAM;20170729;285;833.6;13.7;3.0;79.6;549;4.1
SAM;20170730;298;833.2;14.0;5.4;80.5;502;2.9
SAM;20170731;285;835.2;14.5;0.0;74.8;534;2.6
SAM;20170801;297;837.5;16.5;0.0;66.3;578;3.0
SAM;20170802;272;837.3;17.2;0.0;62.2;467;3.3
SAM;20170803;296;836.8;17.2;0.0;63.3;567;3.4
SAM;20170804;283;833.5;17.6;0.0;69.2;480;3.4
SAM;20170805;253;833.1;17.8;0.0;71.0;382;2.3
SAM;20170806;78;832.6;11.0;18.1;90.4;61;2.1
SAM;20170807;299;834.3;11.6;0.0;75.7;574;3.1
SAM;20170808;105;831.2;12.3;25.2;82.3;41;2.3
SAM;20170809;206;830.5;12.2;2.5;80.9;303;2.8
SAM;20170810;94;830.0;10.5;2.2;84.4;65;2.2
SAM;20170811;158;826.6;7.5;3.8;85.2;150;3.2
SAM;20170812;223;830.5;8.5;0.0;73.9;209;3.0
SAM;20170813;254;834.6;10.8;0.0;70.9;420;2.3
SAM;20170814;287;835.6;11.8;0.0;75.0;554;3.7
SAM;20170815;269;837.6;12.8;0.0;74.2;519;3.0
SAM;20170816;188;836.4;13.2;0.0;74.7;266;1.2
SAM;20170817;238;836.2;13.7;0.0;75.3;430;3.1
SAM;20170818;272;835.8;14.3;20.4;80.0;488;3.3
SAM;20170819;191;831.4;11.5;0.7;83.3;258;2.3
SAM;20170820;285;833.9;8.2;0.0;70.2;587;2.7
SAM;20170821;139;835.7;7.7;0.0;65.2;65;2.8
SAM;20170822;277;834.7;11.9;0.0;70.9;555;2.6
SAM;20170823;185;833.4;11.5;0.0;69.5;298;2.7
SAM;20170824;260;835.5;13.6;0.0;71.8;487;3.4
SAM;20170825;235;836.4;14.1;0.0;77.6;442;2.9
SAM;20170826;208;836.7;13.0;15.4;80.2;345;2.2
SAM;20170827;159;836.1;12.0;0.9;78.0;240;1.3
SAM;20170828;172;835.1;12.9;0.0;71.6;243;1.6
SAM;20170829;263;834.2;12.3;0.0;78.3;576;3.0
SAM;20170830;252;833.6;14.6;0.0;79.2;577;3.9
SAM;20170831;80;831.0;14.0;27.8;82.9;60;2.5
SAM;20170901;63;828.7;7.2;31.8;91.4;35;2.5
SAM;20170902;70;826.4;4.2;7.9;84.4;0;2.8
SAM;20170903;228;827.3;4.7;0.0;74.6;306;2.3
SAM;20170904;171;829.1;6.0;0.5;76.9;251;2.6
SAM;20170905;238;834.3;9.7;0.1;78.0;448;1.4
SAM;20170906;140;833.3;10.4;0.0;74.1;130;1.7
SAM;20170907;245;829.8;7.7;0.0;72.5;564;2.3
SAM;20170908;242;828.3;8.1;0.7;77.9;544;3.7
SAM;20170909;39;820.0;8.9;22.4;86.4;9;1.9
SAM;20170910;84;819.4;4.0;4.3;90.7;0;1.6
SAM;20170911;169;819.9;8.7;1.4;79.4;223;2.4
SAM;20170912;135;820.9;5.2;1.5;78.5;161;3.1
SAM;20170913;167;830.6;6.4;0.0;77.1;326;4.5
SAM;20170914;77;827.3;5.9;4.5;86.5;48;4.3
SAM;20170915;136;827.0;2.4;12.9;84.6;223;1.9
SAM;20170916;125;821.8;3.0;6.5;90.4;97;1.4
SAM;20170917;175;824.1;4.1;0.1;79.8;328;2.5
SAM;20170918;205;826.8;4.3;0.0;74.5;432;2.9
SAM;20170919;73;825.7;2.9;0.0;70.6;0;2.4
SAM;20170920;173;829.6;2.9;0.0;73.2;268;2.3
SAM;20170921;220;832.0;2.6;0.0;68.8;536;1.5
SAM;20170922;203;832.8;5.5;0.0;68.2;517;1.8
SAM;20170923;165;834.2;6.6;3.9;75.7;292;2.0
SAM;20170924;186;831.9;5.9;0.7;78.0;362;2.0
SAM;20170925;209;831.2;6.2;0.0;77.4;427;2.4
SAM;20170926;165;832.6;7.7;0.0;76.4;311;2.8
SAM;20170927;123;834.8;7.9;0.0;80.5;171;1.8
SAM;20170928;172;838.4;7.2;0.0;77.3;463;1.7
SAM;20170929;96;836.7;7.4;0.0;82.9;61;1.5
SAM;20170930;139;833.4;7.8;1.4;85.5;311;2.5
SAM;20171001;120;830.8;8.0;0.1;84.9;175;2.4
SAM;20171002;115;834.1;7.4;0.0;84.9;155;2.5
SAM;20171003;70;830.1;6.9;1.7;80.9;92;3.6
SAM;20171004;138;836.5;3.5;0.0;74.6;285;1.8
SAM;20171005;182;833.5;8.1;0.1;54.4;499;2.8
SAM;20171006;140;825.2;3.7;0.1;65.6;282;3.6
SAM;20171007;178;832.3;2.4;0.0;58.8;437;1.7
SAM;20171008;109;828.2;4.6;0.0;67.3;127;2.3
SAM;20171009;163;829.9;3.5;0.0;70.2;452;1.6
SAM;20171010;161;831.1;2.8;0.0;70.6;426;1.9
SAM;20171011;167;834.1;3.9;0.0;75.7;487;2.9
SAM;20171012;165;836.3;4.3;0.0;69.4;483;2.0
SAM;20171013;165;839.6;4.5;0.0;64.5;481;1.1
SAM;20171014;161;841.0;5.1;0.0;66.6;479;1.9
SAM;20171015;160;842.1;5.5;0.0;66.4;475;1.9
SAM;20171016;160;841.5;5.1;0.0;62.5;474;1.9
SAM;20171017;140;839.8;4.7;0.0;60.2;402;2.0
SAM;20171018;153;833.0;3.8;0.0;67.9;471;2.6
SAM;20171019;143;830.7;3.3;0.0;67.5;416;2.1
SAM;20171020;146;831.3;4.9;0.0;62.3;464;2.7
SAM;20171021;126;831.6;6.9;5.7;67.4;358;2.9
SAM;20171022;52;826.7;3.0;1.4;75.2;5;3.8
SAM;20171023;60;827.3;0.3;0.8;81.7;35;2.2
SAM;20171024;132;834.0;1.9;0.0;66.9;445;2.7
SAM;20171025;128;837.3;3.6;0.0;69.7;379;1.1
SAM;20171026;112;839.7;4.3;0.0;66.3;408;0.9
SAM;20171027;82;833.1;3.4;0.1;65.3;174;4.0
SAM;20171028;128;833.3;0.0;0.0;56.8;439;1.6
SAM;20171029;66;824.3;5.9;0.0;59.7;136;5.4
SAM;20171030;129;827.6;-0.5;0.0;60.7;442;3.8
SAM;20171031;125;833.3;-1.8;0.0;68.7;440;1.1
SAM;20171101;134;834.2;0.5;0.0;73.1;424;1.3
SAM;20171102;78;830.7;0.7;0.0;80.4;147;1.9
SAM;20171103;119;828.9;0.3;0.0;72.7;428;1.2
SAM;20171104;81;828.6;1.8;3.7;77.9;210;3.1
SAM;20171105;17;822.6;1.6;21.4;93.0;0;2.5
SAM;20171106;89;821.6;-2.4;0.7;81.3;95;4.3
SAM;20171107;115;824.6;-1.9;1.8;87.3;201;1.7
SAM;20171108;72;823.5;-0.2;0.7;92.0;138;1.0
SAM;20171109;105;827.9;-2.7;0.0;89.4;318;1.2
SAM;20171110;78;830.6;-4.8;0.0;83.9;135;0.9
SAM;20171111;81;825.8;0.9;0.0;72.8;159;1.8
SAM;20171112;55;820.3;0.8;5.7;79.9;22;4.3
SAM;20171113;46;813.6;-4.9;0.0;65.8;0;5.1
SAM;20171114;107;826.9;-8.9;0.0;76.3;417;2.2
SAM;20171115;104;831.3;-10.0;0.0;82.5;415;0.7
SAM;20171116;100;830.6;-6.7;0.0;85.9;388;0.7
SAM;20171117;96;830.5;-6.7;0.0;79.8;402;1.5
SAM;20171118;101;828.9;-9.1;0.0;77.3;410;0.9
SAM;20171119;43;823.7;-5.0;1.4;66.7;41;3.4
SAM;20171120;51;829.1;-7.2;0.0;73.1;88;1.6
SAM;20171121;47;827.6;0.3;0.0;76.9;33;1.8
SAM;20171122;95;829.2;-3.5;0.0;82.0;396;1.4
SAM;20171123;81;828.1;-1.6;0.0;75.5;306;1.8
SAM;20171124;74;830.4;-2.8;0.0;80.7;216;1.9
SAM;20171125;28;824.3;0.7;1.4;80.5;0;3.5
SAM;20171126;81;825.9;-5.9;0.0;56.5;245;2.5
SAM;20171127;93;831.2;-7.5;0.0;66.9;399;1.1
SAM;20171128;52;823.6;-4.5;0.0;71.7;1;3.3
SAM;20171129;47;814.4;-3.2;0.0;81.1;10;2.7
SAM;20171130;52;811.7;-8.6;0.0;72.5;28;1.9
SAM;20171201;82;815.8;-13.0;0.0;71.8;292;1.0
SAM;20171202;56;823.1;-13.1;0.0;75.8;141;1.3
SAM;20171203;85;825.7;-14.3;0.0;70.6;395;1.0
SAM;20171204;66;831.9;-5.8;0.0;74.3;89;1.2
SAM;20171205;71;838.4;-7.5;0.0;79.3;271;0.9
SAM;20171206;82;840.0;-9.0;0.0;78.7;393;0.7
SAM;20171207;81;835.9;-7.2;0.0;72.6;393;2.7
SAM;20171208;51;824.2;-2.9;0.0;69.5;163;4.9
SAM;20171209;56;818.5;-11.3;0.0;57.4;115;2.0
SAM;20171210;21;817.1;-8.2;2.1;72.3;0;3.7
SAM;20171211;10;806.5;1.1;38.0;88.0;0;5.7
SAM;20171212;53;812.8;-1.1;0.0;81.5;84;3.7
SAM;20171213;75;825.3;-10.4;0.0;79.5;267;1.1
SAM;20171214;72;815.6;-2.5;1.5;71.3;198;6.0
SAM;20171215;45;809.4;-6.6;0.6;84.7;117;2.0
SAM;20171216;46;813.4;-9.9;1.2;85.0;11;0.9
SAM;20171217;61;824.3;-9.3;0.2;80.1;99;1.5
SAM;20171218;53;827.8;-12.3;1.3;87.0;70;0.8
SAM;20171219;80;832.9;-10.8;0.0;84.8;366;0.9
SAM;20171220;78;834.7;-9.6;0.1;86.8;378;1.4
SAM;20171221;77;839.3;-9.1;0.2;83.5;369;0.8
SAM;20171222;34;839.4;-4.4;0.0;92.7;35;1.0
SAM;20171223;68;839.5;-8.9;0.0;90.7;315;0.9
SAM;20171224;78;839.8;-10.4;0.0;88.7;387;0.8
SAM;20171225;78;834.9;-8.0;0.0;83.1;387;1.7
SAM;20171226;47;824.8;-3.2;2.5;87.2;105;2.3
SAM;20171227;16;808.1;-2.1;10.1;90.7;0;2.7
SAM;20171228;31;803.8;-7.4;0.1;87.4;0;1.4
SAM;20171229;73;818.7;-13.5;3.1;78.0;274;0.9
SAM;20171230;26;821.3;-5.2;2.9;92.5;0;1.0
SAM;20171231;80;827.9;-3.9;1.4;91.5;384;2.1
SAM;20180101;56;820.8;-4.8;0.4;86.2;157;1.7
SAM;20180102;57;820.9;-5.6;1.8;76.4;125;2.5
SAM;20180103;17;820.5;-3.2;5.7;84.4;0;4.5
SAM;20180104;14;818.1;-1.4;13.1;94.2;0;1.8
SAM;20180105;73;818.5;-0.5;0.0;89.7;252;2.0
SAM;20180106;48;819.8;-0.5;0.0;88.5;55;1.9
SAM;20180107;40;826.5;-1.0;0.0;84.8;16;1.7
SAM;20180108;38;831.5;-0.9;12.8;80.3;33;1.8
SAM;20180109;62;825.8;-0.5;1.2;87.4;167;2.1
SAM;20180110;76;824.0;-4.8;0.0;87.6;139;1.1
SAM;20180111;74;821.5;-8.9;0.0;87.4;274;0.6
SAM;20180112;88;827.2;-9.4;0.0;88.5;395;1.0
SAM;20180113;88;830.0;-13.8;0.0;82.5;399;0.8
SAM;20180114;88;826.5;-13.3;0.0;80.7;400;1.5
SAM;20180115;91;828.1;-11.3;0.0;80.1;353;3.0
SAM;20180116;69;816.9;-1.7;0.0;74.6;96;4.5
SAM;20180117;22;810.7;-4.7;0.0;64.7;0;5.8
SAM;20180118;42;821.7;-4.5;0.2;81.4;5;2.4
SAM;20180119;63;816.9;-4.2;0.0;68.4;102;3.1
SAM;20180120;83;821.7;-8.0;8.8;76.0;201;3.4
SAM;20180121;32;814.4;-4.3;5.0;84.5;0;2.8
SAM;20180122;50;822.5;-0.9;3.4;91.3;11;1.9
SAM;20180123;95;829.2;-2.5;0.0;68.3;383;2.7
SAM;20180124;101;837.0;-8.3;0.0;79.8;410;1.3
SAM;20180125;81;833.0;-4.8;0.0;81.3;210;2.5
SAM;20180126;49;827.4;-1.2;0.2;84.8;12;2.3
SAM;20180127;96;834.4;-2.8;0.0;89.1;338;1.2
SAM;20180128;85;842.2;-7.7;0.0;85.9;295;0.8
SAM;20180129;111;841.5;-7.4;0.0;84.8;418;0.8
SAM;20180130;113;836.6;-8.1;0.0;75.4;419;0.8
